candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Abdus Salam,http://myneta.info/assam2016/candidate.php?candidate_id=681,JALESWAR,SUCI(C),0,Graduate,114000,0,114000,39,GEN,GOALPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Abdus Sobahan Ali Sarkar,http://myneta.info/assam2016/candidate.php?candidate_id=800,GOLAKGANJ,INC,1,Graduate,4912838,0,4912838,25,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Abdus Sukkur Beig,http://myneta.info/assam2016/candidate.php?candidate_id=267,BADARPUR,IND,0,8th Pass,90000,0,90000,5,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Abedur Zaman,http://myneta.info/assam2016/candidate.php?candidate_id=783,DHUBRI,INC,0,Graduate,3958787,0,3958787,23,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Abhijit Hazarika,http://myneta.info/assam2016/candidate.php?candidate_id=379,RANGAPARA,IND,0,Post Graduate,33970426,0,33970426,74,GEN,TEZPUR,NORTH ASSAM,true,true,false,Male,,,,,,
Abida Begum,http://myneta.info/assam2016/candidate.php?candidate_id=1039,BARHAMPUR,Rashtriya Jankranti Party,0,Graduate Professional,1247000,6500,1240500,87,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Female,,,,,,
Abu Barkat Nizam Uddin Ahmed,http://myneta.info/assam2016/candidate.php?candidate_id=97,KARIMGANJ SOUTH,IND,0,5th Pass,110600,0,110600,4,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Abu Hanifa,http://myneta.info/assam2016/candidate.php?candidate_id=1047,RUPOHIHAT,Jan Congress Party,0,Graduate,274000,0,274000,85,GEN,NAGAON,CENTRAL ASSAM,false,true,false,Male,,,,,,
Abul Fazal Nasir Uddin Mollah,http://myneta.info/assam2016/candidate.php?candidate_id=880,JALESWAR,INC,0,Post Graduate,1309439,0,1309439,39,GEN,GOALPARA,LOWER ASSAM,true,true,false,Male,,,,,,
Abul Hussain Barbhuiya,http://myneta.info/assam2016/candidate.php?candidate_id=276,HAILAKANDI,IND,0,8th Pass,10200,0,10200,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Abul Kalam Azad,http://myneta.info/assam2016/candidate.php?candidate_id=937,BHABANIPUR,AIUDF,0,10th Pass,1732095,945360,786735,41,GEN,BAJALI,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=937&id2=612,1732095,1767000,-34905,-2%,
Abul Kalam Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=865,GOALPARA EAST,IND,4,12th Pass,17281343,2520960,14760383,37,GEN,GOALPARA,LOWER ASSAM,true,true,true,Male,,,,,,
Abul Kalam Rasheed Alam,http://myneta.info/assam2016/candidate.php?candidate_id=866,GOALPARA EAST,INC,1,Graduate,20755128,0,20755128,37,GEN,GOALPARA,LOWER ASSAM,true,true,true,Male,,,,,,
Abul Quasim,http://myneta.info/assam2016/candidate.php?candidate_id=348,MAJBAT,IND,0,10th Pass,493608,0,493608,70,GEN,UDALGURI,NORTH ASSAM,false,true,false,Male,,,,,,
Adhir Chanda,http://myneta.info/assam2016/candidate.php?candidate_id=278,HAILAKANDI,IND,0,10th Pass,186000,0,186000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Aftab Uddin Mollah,http://myneta.info/assam2016/candidate.php?candidate_id=885,JALESWAR,IND,0,Post Graduate,5008497,0,5008497,39,GEN,GOALPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Afzalur Rahman,http://myneta.info/assam2016/candidate.php?candidate_id=809,BILASIPARA WEST,RPI(A),0,Post Graduate,90768,45000,45768,26,GEN,BILASIPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Ahmed Ali,http://myneta.info/assam2016/candidate.php?candidate_id=96,KARIMGANJ SOUTH,IND,0,8th Pass,61000,0,61000,4,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Ahmed Ali,http://myneta.info/assam2016/candidate.php?candidate_id=1083,DALGAON,LJP,0,Graduate Professional,2931363,0,2931363,68,GEN,MANGALDOI,NORTH ASSAM,true,true,false,Male,,,,,,
Ahmed Hussain Laskar,http://myneta.info/assam2016/candidate.php?candidate_id=291,ALGAPUR,IND,0,12th Pass,40000,0,40000,8,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Ahmed Karim Barbhuiya,http://myneta.info/assam2016/candidate.php?candidate_id=293,ALGAPUR,IND,0,12th Pass,40000,0,40000,8,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Ajanta Neog,http://myneta.info/assam2016/candidate.php?candidate_id=138,GOLAGHAT,INC,0,Post Graduate,20763933,2000000,18763933,95,GEN,GOLAGHAT,CENTRAL ASSAM,true,true,false,Female,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=138&id2=235,20763933,16311995,4451938,27%,
Ajay Kumar Narzary,http://myneta.info/assam2016/candidate.php?candidate_id=826,KOKRAJHAR EAST (ST),IND,0,Graduate,13683329,0,13683329,30,ST,KOKRAJHAR,LOWER ASSAM,true,true,false,Male,,,,,,
Ajay Kumar Ray,http://myneta.info/assam2016/candidate.php?candidate_id=834,BIJNI,Bharatiya Gana Parishad,0,Graduate,305000,0,305000,33,GEN,BIJNI,LOWER ASSAM,false,true,false,Male,,,,,,
Ajit Hazarika,http://myneta.info/assam2016/candidate.php?candidate_id=140,DERGAON (SC),NCP,0,Graduate Professional,9468959,640000,8828959,97,SC,JORHAT,CENTRAL ASSAM,true,true,false,Male,,,,,,
Ajit Kumar Paul,http://myneta.info/assam2016/candidate.php?candidate_id=284,HAILAKANDI,NCP,0,10th Pass,13344000,278000,13066000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Ajit Singh,http://myneta.info/assam2016/candidate.php?candidate_id=228,UDHARBOND,INC,0,Graduate,21824105,5050000,16774105,12,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=228&id2=470,21824105,7504151,14319954,191%,
Ajmira Aktar,http://myneta.info/assam2016/candidate.php?candidate_id=651,BILASIPARA WEST,Jan Congress Party,0,8th Pass,70700,101122,-30422,26,GEN,BILASIPARA,LOWER ASSAM,true,true,false,Female,,,,,,
Ajmul Hussain Laskar,http://myneta.info/assam2016/candidate.php?candidate_id=58,LAKHIPUR,IND,0,10th Pass,1248600,0,1248600,13,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Ajoy Kumar Roy,http://myneta.info/assam2016/candidate.php?candidate_id=199,HAILAKANDI,IND,0,10th Pass,245300,0,245300,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Akhil Ranjan Talukdar,http://myneta.info/assam2016/candidate.php?candidate_id=233,RATABARI (SC),INC,0,10th Pass,2487690,0,2487690,1,SC,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Akon Bora,http://myneta.info/assam2016/candidate.php?candidate_id=703,DISPUR,INC,0,Graduate,18207416,1723239,16484177,52,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=703&id2=645,18207416,9067822,9139594,101%,
Ala Uddin Choudhury,http://myneta.info/assam2016/candidate.php?candidate_id=320,KATIGORA,SP,0,12th Pass,3124654,1100000,2024654,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Ali Akbar,http://myneta.info/assam2016/candidate.php?candidate_id=871,GOALPARA WEST,Jai Maha Bharath Party,0,Graduate,61000,0,61000,38,GEN,GOALPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Ali Akbar Miah,http://myneta.info/assam2016/candidate.php?candidate_id=810,BILASIPARA WEST,IND,1,Graduate,20516172,0,20516172,26,GEN,BILASIPARA,LOWER ASSAM,true,true,true,Male,,,,,,
Ali Asgar,http://myneta.info/assam2016/candidate.php?candidate_id=909,BAGHBAR,AITC,0,12th Pass,1025000,0,1025000,45,GEN,BARPETA,LOWER ASSAM,false,true,false,Male,,,,,,
Ali Azom Sheikh,http://myneta.info/assam2016/candidate.php?candidate_id=649,BILASIPARA WEST,Asom Gana Parishad,0,Post Graduate,8832809,0,8832809,26,GEN,BILASIPARA,LOWER ASSAM,true,true,false,Male,,,,,,
Ali Hossain,http://myneta.info/assam2016/candidate.php?candidate_id=925,SARUKHETRI,AIUDF,1,Post Graduate,11244459,810354,10434105,46,GEN,BARPETA,LOWER ASSAM,true,true,true,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=925&id2=602,11244459,5933290,5311169,90%,PAN was missing last time
Ali Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=784,DHUBRI,IND,0,Graduate,262907,0,262907,23,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Ali Hussain Mira,http://myneta.info/assam2016/candidate.php?candidate_id=204,HAILAKANDI,IND,1,12th Pass,73171,0,73171,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,true,Male,,,,,,
Alok Kumar Ghosh,http://myneta.info/assam2016/candidate.php?candidate_id=419,MARIANI,NCP,0,10th Pass,31322963,0,31322963,101,GEN,TITABOR,UPPER ASSAM,true,true,false,Male,,,,,,
Altaf Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=913,BAGHBAR,Janata Congress Party of Bharat Varsha,0,10th Pass,1375700,0,1375700,45,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Amar Chand Bhowmik,http://myneta.info/assam2016/candidate.php?candidate_id=280,HAILAKANDI,IND,0,12th Pass,626000,0,626000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Amarendra Nath,http://myneta.info/assam2016/candidate.php?candidate_id=811,BILASIPARA EAST,IND,0,Graduate,794064,0,794064,27,GEN,BILASIPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Aminul Haque Laskar,http://myneta.info/assam2016/candidate.php?candidate_id=55,SONAI,BJP,3,Graduate,19831369,12705010,7126359,10,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,true,Male,,,,,,
Aminul Islam,http://myneta.info/assam2016/candidate.php?candidate_id=774,MANKACHAR,IND,0,Post Graduate,11287743,153000,11134743,21,GEN,SOUTH SALMARA,LOWER ASSAM,true,true,false,Male,,,,,,
Aminul Islam,http://myneta.info/assam2016/candidate.php?candidate_id=1060,DHING,AIUDF,0,Post Graduate,2469532,550391,1919141,83,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=1060&id2=538,2469532,193416,2276116,1177%,PAN is Different
Amir Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=903,JANIA,Rashtriya Secular Congress,0,Graduate,536029,0,536029,44,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Amit Basfor,http://myneta.info/assam2016/candidate.php?candidate_id=994,JALUKBARI,Rashtriya Jankranti Party,1,10th Pass,121000,0,121000,51,GEN,KAMRUP METRO,LOWER ASSAM,true,true,true,Male,,,,,,
Amit Kumar Deb,http://myneta.info/assam2016/candidate.php?candidate_id=283,HAILAKANDI,IND,0,10th Pass,487001,0,487001,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Amiya Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=509,DULIAJAN,IND,0,12th Pass,13134853,0,13134853,118,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Female,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=509&id2=266,13134853,12906505,228348,2%,Party in last election was INC
Amiya Kr Deka,http://myneta.info/assam2016/candidate.php?candidate_id=1093,SIPAJHAR,IND,0,12th Pass,100500,0,100500,66,GEN,MANGALDOI,NORTH ASSAM,false,false,false,Male,,,,,,
Amjad Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=83,KARIMGANJ NORTH,IND,0,Graduate,57692,0,57692,3,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Amrit Badsha,http://myneta.info/assam2016/candidate.php?candidate_id=812,BILASIPARA EAST,INC,1,10th Pass,3440085,0,3440085,27,GEN,BILASIPARA,LOWER ASSAM,true,true,true,Male,,,,,,
Amulya Namasudra,http://myneta.info/assam2016/candidate.php?candidate_id=241,RATABARI (SC),IND,0,8th Pass,49000,0,49000,1,SC,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Amzad Hussein,http://myneta.info/assam2016/candidate.php?candidate_id=817,BILASIPARA EAST,SP,0,Graduate,462100,0,462100,27,GEN,BILASIPARA,LOWER ASSAM,false,false,false,Male,,,,,,
Anam Uddin,http://myneta.info/assam2016/candidate.php?candidate_id=269,BADARPUR,IND,0,8th Pass,85000,0,85000,5,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Anam Uddin Laskar,http://myneta.info/assam2016/candidate.php?candidate_id=275,HAILAKANDI,INC,2,12th Pass,6663735,1326479,5337256,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),true,true,true,Male,,,,,,
Anam Uddin Mazumder,http://myneta.info/assam2016/candidate.php?candidate_id=315,BARKHOLA,IND,0,10th Pass,95421,0,95421,14,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Anamul Haque,http://myneta.info/assam2016/candidate.php?candidate_id=33,SONAI,INC,0,Graduate Professional,34909140,5197850,29711290,10,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=33&id2=38,34909140,14915066,19994074,134%,
Ananta Deka,http://myneta.info/assam2016/candidate.php?candidate_id=982,RANGIYA,CPI(M),0,Post Graduate,3786206,226202,3560004,57,GEN,RANGIA,NORTH ASSAM,true,true,false,Male,,,,,,
Ananta Jyoti Bhattacharjee,http://myneta.info/assam2016/candidate.php?candidate_id=529,TINSUKIA,Jan Congress Party,0,Graduate,130000,0,130000,122,GEN,TINSUKIA,UPPER ASSAM,true,true,false,Male,,,,,,
Ananta Kumar Malo,http://myneta.info/assam2016/candidate.php?candidate_id=676,ABHAYAPURI SOUTH (SC),AIUDF,1,10th Pass,2165000,0,2165000,35,SC,NORTH SALMARA,LOWER ASSAM,true,true,true,Male,,,,,,
Angkita Dutta,http://myneta.info/assam2016/candidate.php?candidate_id=434,AMGURI,INC,0,Graduate Professional,3241761,0,3241761,103,GEN,SIBSAGAR,UPPER ASSAM,true,true,false,Female,,,,,,
Angoorlata Deka,http://myneta.info/assam2016/candidate.php?candidate_id=752,BATADROBA,BJP,0,Graduate,9625988,460996,9164992,84,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Female,,,,,,
Anil Nath,http://myneta.info/assam2016/candidate.php?candidate_id=209,KATLICHERA,SP,0,10th Pass,3785790,0,3785790,7,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Anilananda Pathak,http://myneta.info/assam2016/candidate.php?candidate_id=894,SORBHOG,IND,0,10th Pass,4486494,106000,4380494,40,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Anima Gogoi,http://myneta.info/assam2016/candidate.php?candidate_id=395,BOKAKHAT,IND,0,10th Pass,20624538,2700000,17924538,93,GEN,BOKAKHAT,CENTRAL ASSAM,true,true,false,Female,,,,,,
Anirban Das,http://myneta.info/assam2016/candidate.php?candidate_id=948,BOKO (SC),IND,0,10th Pass,6552861,0,6552861,48,SC,KAMRUP,LOWER ASSAM,true,true,false,Male,,,,,,
Anjali Prabha Daimari,http://myneta.info/assam2016/candidate.php?candidate_id=35,UDALGURI (ST),IND,0,Post Graduate,4659947,2235628,2424319,69,ST,UDALGURI,NORTH ASSAM,true,true,false,Female,,,,,,
Anjali Senapati,http://myneta.info/assam2016/candidate.php?candidate_id=512,DULIAJAN,Jan Congress Party,0,12th Pass,2550,0,2550,118,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Female,,,,,,
Anowar Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=873,GOALPARA WEST,Asom Gana Parishad,0,Graduate,826267,0,826267,38,GEN,GOALPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Anser Ali Alom,http://myneta.info/assam2016/candidate.php?candidate_id=1046,NOWGONG,IND,0,10th Pass,6134890,0,6134890,86,GEN,NAGAON,CENTRAL ASSAM,false,true,false,Male,,,,,,
Anup Bhowmik,http://myneta.info/assam2016/candidate.php?candidate_id=445,SONARI,JD(U),0,12th Pass,410000,50000,360000,106,GEN,CHARAIDEO (SONARI),UPPER ASSAM,false,true,false,Male,,,,,,
Anup Phukan,http://myneta.info/assam2016/candidate.php?candidate_id=518,TINGKHONG,IND,0,Post Graduate,5425649,3261269,2164380,119,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Male,,,,,,
Anup Pratim Borbaruah,http://myneta.info/assam2016/candidate.php?candidate_id=554,SADIYA,NCP,0,Post Graduate,451598,0,451598,126,GEN,SADIYA,UPPER ASSAM,false,true,false,Male,,,,,,
Anupam Chutia,http://myneta.info/assam2016/candidate.php?candidate_id=13,NAOBOICHA,SUCI(C),0,Graduate,6500,0,6500,110,GEN,LAKHIMPUR,UPPER ASSAM,false,false,false,Male,,,,,,
Anurupa Hannan,http://myneta.info/assam2016/candidate.php?candidate_id=888,SORBHOG,INC,0,Graduate,9449652,4167392,5282260,40,GEN,BARPETA,LOWER ASSAM,true,true,false,Female,,,,,,
Anwar Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=814,BILASIPARA EAST,IND,0,Graduate,21015293,96400,20918893,27,GEN,BILASIPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Anwar Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=153,AMGURI,IND,1,Post Graduate,5547496,123900,5423596,103,GEN,SIBSAGAR,UPPER ASSAM,true,true,true,Male,,,,,,
Anwar Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=1064,DHING,INC,0,Graduate Professional,78309413,66369183,11940230,83,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Male,,,,,,
Anwar Hussain,http://myneta.info/assam2016/candidate.php?candidate_id=165,SIBSAGAR,IND,1,Post Graduate,5547496,123900,5423596,108,GEN,SIBSAGAR,UPPER ASSAM,true,true,true,Male,,,,,,
Anwar Hussain Laskar,http://myneta.info/assam2016/candidate.php?candidate_id=27,HAILAKANDI,AIUDF,0,10th Pass,10073156,587483,9485673,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Anwar Hussain Laskar,http://myneta.info/assam2016/candidate.php?candidate_id=225,SONAI,IND,1,8th Pass,9346709,0,9346709,10,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,true,Male,,,,,,
Aparna Tewari,http://myneta.info/assam2016/candidate.php?candidate_id=229,UDHARBOND,SP,0,10th Pass,289000,0,289000,12,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Female,,,,,,
Archana Paul Choudhury,http://myneta.info/assam2016/candidate.php?candidate_id=381,RANGAPARA,IND,0,10th Pass,235500,0,235500,74,GEN,TEZPUR,NORTH ASSAM,true,true,false,Female,,,,,,
Ardhendu Kumar Dey,http://myneta.info/assam2016/candidate.php?candidate_id=1014,HOJAI,INC,0,Graduate Professional,60903042,27925141,32977901,91,GEN,HOJAI,CENTRAL ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=1014&id2=522,60903042,20747379,40155663,194%,
Aroti Hazarika Kachari,http://myneta.info/assam2016/candidate.php?candidate_id=141,DERGAON (SC),INC,0,12th Pass,7458800,662600,6796200,97,SC,JORHAT,CENTRAL ASSAM,true,true,false,Female,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=141&id2=186,7458800,2859964,4598836,161%,
Arun Das,http://myneta.info/assam2016/candidate.php?candidate_id=921,SARUKHETRI,NCP,0,12th Pass,798766,0,798766,46,GEN,BARPETA,LOWER ASSAM,false,true,false,Male,,,,,,
Arun Karmakar,http://myneta.info/assam2016/candidate.php?candidate_id=319,KATIGORA,IND,0,Literate,106606,0,106606,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Arun Kumar Das,http://myneta.info/assam2016/candidate.php?candidate_id=85,KARIMGANJ NORTH,IND,0,8th Pass,272429,0,272429,3,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Arun Nath,http://myneta.info/assam2016/candidate.php?candidate_id=383,SOOTEA,IND,0,Graduate Professional,3808500,0,3808500,75,GEN,TEZPUR,NORTH ASSAM,true,true,false,Male,,,,,,
Arun Phukan,http://myneta.info/assam2016/candidate.php?candidate_id=393,BOKAKHAT,INC,0,Others,9677293,400000,9277293,93,GEN,BOKAKHAT,CENTRAL ASSAM,true,true,false,Male,http://myneta.info/assam2016/index.php?action=affidavitComparison&myneta_folder2=assam2011&id1=393&id2=222,9677293,3191723,6485570,203%,
Arun Terang,http://myneta.info/assam2016/candidate.php?candidate_id=562,BAITHALANGSO (ST),BJP,0,12th Pass,1225184,330000,895184,20,ST,HAMREN,HILL DISTRICTS (DIMA HASAO AND KARBI ANGLONG),false,true,false,Male,,,,,,
Aruna Brahma,http://myneta.info/assam2016/candidate.php?candidate_id=824,KOKRAJHAR WEST (ST),IND,0,12th Pass,124206,0,124206,29,ST,GOSSAIGAON,LOWER ASSAM,false,true,false,Female,,,,,,
