candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
AHAMMAD ALI,http://myneta.info/assam2006/candidate.php?candidate_id=84,Goalpara West,AUDF,0,12th Pass,673500,0,673500,38,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Jalal Uddin Munshi,38,"Village - Saktola, P.O. Aolatoli, P.S. Lakhipur , District - Goalpara",,,Assam United Democratic Front
AJANTA NEOG,http://myneta.info/assam2006/candidate.php?candidate_id=91,Golaghat,INC,0,Post Graduate,4671419,250040,4421379,95,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,LATE NAGEN NEOG,42,"VILL. I NO, FESUAL, PO. BARUAH GOAN, DIST. GOLAGHAT",,,Indian National Congress
AJIT SINGH,http://myneta.info/assam2006/candidate.php?candidate_id=31,Udharbond,INC,0,Graduate,1690178,404184,1285994,12,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Dwarika Singh,45,"Itkhola, Silchar-1, P.S. Silchar Sadar, Dist. Cachar Assam",,,Indian National Congress
AKLIUS TIRKEY,http://myneta.info/assam2006/candidate.php?candidate_id=90,Sarupathar,INC,0,Graduate Professional,345000,0,345000,94,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE LOHAN TIRKEY,55,"VILL. &PO. MORONGI, DIST. GOLAGHAT, ASSAM",,,Indian National Congress
AKON BORA,http://myneta.info/assam2006/candidate.php?candidate_id=127,Dispur,INC,0,Graduate,1660000,0,1660000,52,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Dharmeswar Bora,58,"Dispur, Guwahati, District - Kamrup Metro",,,Indian National Congress
ALAK KUMAR GHOSE,http://myneta.info/assam2006/candidate.php?candidate_id=110,Mariani,NCP,1,10th Pass,3682872,0,3682872,101,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE BHOLANATH GHOSE,45,"MARIANI TOWN WARD NO. 4, PO+PS MARIANI, JOHAT ASSAM",,,Nationalist Congress Party
ALAKA SARMA,http://myneta.info/assam2006/candidate.php?candidate_id=199,Nalbari,AGP,0,Doctorate,5561300,1196560,4364740,59,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,LATE  NAGEN SARMA,49,"VILL. DIGHELI, PO. NALBARI, PS. NALBARI, DIST. NALBARI",,,Asom Gana Parishad
ALHAJ KHALILUR RAHMAN CHOWDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=180,Jamunamukh,AGP,0,Not Given,9843092,0,9843092,90,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Faiaz Ali Chowdhury,52,"Doboka town,Ward No.6,P.O.& P.S.-Doboka,Mouza Jamunamukh, Dist-Nagaon(Assam)",,,Asom Gana Parishad
ALI AKBAR MIAH,http://myneta.info/assam2006/candidate.php?candidate_id=62,Bilasipara West,NCP,2,Not Given,922936,0,922936,26,GEN,NA,NA,,false,true,Male,,,,,,Assam,2006,false,Late Hazi.A.Aziz Bepari,46,"Nayeraign PT-III,PO-Bilasipara",,,Nationalist Congress Party
ANANTA DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=123,Rangiya,CPM,0,Post Graduate,641415,0,641415,57,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,LATE RUPRAM DEKA,48,"RANGIA TOWN, WARD NO. 5, PO. & PS RANOIA, KAMRUP ASSAM",,,Communist Party of India (Marxist)
ANIL NATH,http://myneta.info/assam2006/candidate.php?candidate_id=98,Katlicherra,AUDF,0,10th Pass,480000,0,480000,7,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE KHIRED CHANDRA NATH,46,"SATE TOWN W/NO- III, DIST. HAILAKANDI",,,Assam United Democratic Front
ANJAN DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=210,Amguri,INC,0,10th Pass,26254083,5399073,20855010,103,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Sri Thaneswar Dutta,52,"Ward No. IX, of Amguri Town, In the Distt. Sivasagar",,,Indian National Congress
ANUP PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=73,Tingkhong,AGP,0,Post Graduate,1102787,649000,453787,119,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Harendranath Phukan,46,"Tipomiya Gaon, P.O. & P.S. Tinkhhong, District - Dibrugarh",,,Asom Gana Parishad
ANWARUL HOQUE,http://myneta.info/assam2006/candidate.php?candidate_id=149,Badarpur,AUDF,0,Graduate Professional,8024756,0,8024756,5,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Uddin Houqe,57,"Badarpur , District - Karimganj",,,Assam United Democratic Front
ARDHENDU KR. DEY,http://myneta.info/assam2006/candidate.php?candidate_id=178,Hojai,INC,0,Graduate Professional,9268621,2560115,6708506,91,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE ASHWINI KUMAR DEY,66,SANI BARI ROAD HOJAI NAGAON,,,Indian National Congress
ARJUN  DAS,http://myneta.info/assam2006/candidate.php?candidate_id=44,Mangaldoi,AUDF,0,Graduate,472619,78000,394619,67,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Shri Nowa Ram Das,49,"Ward No. 2, Mangaldai, P.O. - Mangaldai, District - Darrang",,,Assam United Democratic Front
AROTI HAZARIKA KACHARI,http://myneta.info/assam2006/candidate.php?candidate_id=102,Dergaon,INC,0,12th Pass,845608,0,845608,97,SC,NA,NA,,false,false,Female,,,,,,Assam,2006,false,SRI TUKUMONI KACHARI,40,WARD NO 3 DERGAON TOWN,,,Indian National Congress
ATAUR RAHMAN MAZARBHUIYA,http://myneta.info/assam2006/candidate.php?candidate_id=37,Katigora,AUDF,0,12th Pass,1262837,382741,880096,15,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Mantaz Ali Mazarbhuiya,53,"DudpurPart-III,PO Dudpur,P.S.katigorah,District Cachar,Assam",,,Assam United Democratic Front
ATUL BORA,http://myneta.info/assam2006/candidate.php?candidate_id=92,Golaghat,AGP,0,Post Graduate,1338600,221483,1117117,95,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,SRI MEHURAM BORA,45,"BORAHI GAON,PO. SALIKIHAT, DIST. GOLAGHAT,ASSAM",,,Asom Gana Parishad
ATUL BORA,http://myneta.info/assam2006/candidate.php?candidate_id=128,Dispur,TNGP,0,Graduate,2495522,66869,2428653,52,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Durlav Ch. Bora,54,"Hatigarh Karbi Path, Hill Side ( Bhaskar Nagar) Zoo Narengi Road Guwahati",,,Trinamool Gana Parishad
ATUL KUMAR SARMAH,http://myneta.info/assam2006/candidate.php?candidate_id=184,Samaguri,AGP,0,12th Pass,3696195,250000,3446195,88,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Keshab Sarmah,48,Vill-  Teliaagaon Under Saugari P.S. Nagaon,,,Asom Gana Parishad
AUDESH KUMAR SINGH,http://myneta.info/assam2006/candidate.php?candidate_id=28,Sonai,BJP,0,Graduate,1335222,0,1335222,10,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Gorakh nath Singh,45,"VIllage & P.O.- Nutan Ram Nagar,District cachar, Assam",,,Bharatiya Janata Party
AYODHYA RAM DAS,http://myneta.info/assam2006/candidate.php?candidate_id=24,Abhayapuri South,AUDF,0,Post Graduate,1314984,0,1314984,35,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Ram Kanta,61,"RESIDENTAL-JOGIGHOPA, DISTT.-BANGAIGAON, ASOM",,,Assam United Democratic Front
BADRUDDIN  AJMAL,http://myneta.info/assam2006/candidate.php?candidate_id=179,Jamunamukh,AUDF,0,12th Pass,144705336,0,144705336,90,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,AJMAL ALI,48,"VILL. DONKIGAON, PO. & PS. HOJAI, DIST. NAGAON, ASSAM",,,Assam United Democratic Front
BADRUDDIN AJMAL,http://myneta.info/assam2006/candidate.php?candidate_id=53,Salmara South,AUDF,0,12th Pass,144695150,0,144695150,22,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Ajmal Ali,48,"Donkigaon, P.O. & P.S. Hojai, Dist. Nagaon Assam",,,Assam United Democratic Front
BANDANA GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=94,Khumtai,INC,0,10th Pass,840029,6638,833391,96,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,LATE JIBA KANTA GOGOI,62,"KHUMTAI, NAGGAON",,,Indian National Congress
BANENDRA KUMAR MUSHAHARY,http://myneta.info/assam2006/candidate.php?candidate_id=58,Gauripur,AGP,0,12th Pass,3881439,236947,3644492,24,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,HITENDRA MUSHAHARY,42,"VILL. ATHARO KOTHAR JHAR PART-IV, PO. BASHBARI, DIST. DHUBRI ASSAM",,,Asom Gana Parishad
BHABEN BORUAH,http://myneta.info/assam2006/candidate.php?candidate_id=78,Chabua,AGP,0,12th Pass,1361500,220000,1141500,121,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Lalit Baruah,47,"Panitola Gaon , P.O. Panitola, P.S. Tinsukia, Distt. Tinsukia",,,Asom Gana Parishad
BHARAT CHANDRA NARAH,http://myneta.info/assam2006/candidate.php?candidate_id=165,Dhakuakhana,INC,0,Post Graduate,8877722,0,8877722,112,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Tileswar Narah,48,"Boginadi,Mouza kadam,P.S. Boginadi,District of Lakhimpur",,,Indian National Congress
Bhimananda Tanti,http://myneta.info/assam2006/candidate.php?candidate_id=255,Dhekiajuli (Bye-election on 07-11-2009),INC,0,Graduate,780722,0,780722,71,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late.Othara Tanti,52,"Village-Namoni Gaon,P.O.-Rangapara,P.S.-Rangapara,Distt.-Sonitpur,Assam",,,Indian National Congress
BHIMANANDA TANTI,http://myneta.info/assam2006/candidate.php?candidate_id=228,Rangapara,INC,0,Graduate,471118,0,471118,74,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE OTHARA TANTI,50,"VILL. NAMONI GAON,PO. RANGAPARA, PS. RANGAPADA,DIST. SONITPUR",,,Indian National Congress
BHUBANESWAR KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=124,Rangiya,INC,0,Post Graduate,15596507,777186,14819321,57,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE KRISHNA KANTA KALITA,55,"VILL. PUB SITARA, PS. RANGIA, DIST. KAMRUP",,,Indian National Congress
BHUBON PEGU,http://myneta.info/assam2006/candidate.php?candidate_id=49,Jonai,IND,0,10th Pass,112000,0,112000,114,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Sri Khagen Pegu,35,"SILAPATHAR TOWN, WARD NO. 04, Mouza Sissi, PS.- SILPATHAR, strict - Dhemji",,,Independent
BHUPEN KUMAR BORAH,http://myneta.info/assam2006/candidate.php?candidate_id=159,Bihpuria,INC,0,Post Graduate,2500320,0,2500320,109,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Sri Bogiram Borah,35,"Village - Bishnunagar, Under Nowboicha Mouza, District - Lakhimpur",,,Indian National Congress
BHUPENDRA NATH BHUYAN,http://myneta.info/assam2006/candidate.php?candidate_id=88,Bokakhat,INC,0,Graduate Professional,515000,0,515000,93,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE ABHIRAM BHUYAN,67,"BOKAKHAT TOWN, WARD NO. 01, ASSAM",,,Indian National Congress
BIDYA SING ENGLENG,http://myneta.info/assam2006/candidate.php?candidate_id=137,Diphu,INC,0,Graduate,20122647,0,20122647,19,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Bura Englend,54,"RESIDENT OF HOUSE RONGMONGVE, Diphu",,,Indian National Congress
BIMOLANGSHU ROY,http://myneta.info/assam2006/candidate.php?candidate_id=26,Silchar,BJP,0,Graduate Professional,1976356,470862,1505494,9,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Sashi Bhushan Roy,65,"Lachan Baragi Road,Silchar,788001",,,Bharatiya Janata Party
BINANDA KUMAR SAIKIA,http://myneta.info/assam2006/candidate.php?candidate_id=41,Sipajhar,INC,0,Post Graduate,946692,0,946692,66,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Shri Harendra Nath Saikia,42,"Village - Duni, P.O. Duni, District - Darrang",,,Indian National Congress
BINOD GOWALA.,http://myneta.info/assam2006/candidate.php?candidate_id=89,Sarupathar,AGP,0,Graduate,1675132,87360,1587772,94,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE RAMESWER GOWALA,46,"PO. GOHAIN GAON, MOUZA SARUPATHAR",,,Asom Gana Parishad
BISWARUP BHATTACHARJEE,http://myneta.info/assam2006/candidate.php?candidate_id=150,Badarpur,BJP,0,Graduate,90000,0,90000,5,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Shri Bireswar Bhattacharjee,54,"Red Cross Road, P.O. Karimganj - 788710, P.S. Karimganj Assam",,,Bharatiya Janata Party
BITHIKA DEV,http://myneta.info/assam2006/candidate.php?candidate_id=25,Silchar,INC,0,12th Pass,58363590,0,58363590,9,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Sontosh Mohan Dev,70,"S.M.Dev Road,Tarapur,Silchar,788003",,,Indian National Congress
BIZIT SAIKIA,http://myneta.info/assam2006/candidate.php?candidate_id=226,Tezpur,INC,0,12th Pass,2088459,0,2088459,73,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Hangshiram kalita,60,"Vill-Pub-Ketekibari,P.O.-Ketekibari,Dist-Sonitpur Assam",,,Indian National Congress
BOLIN CHETIA,http://myneta.info/assam2006/candidate.php?candidate_id=245,Sadiya,INC,0,12th Pass,1267950,302000,965950,126,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Sri Someswer Chetia,37,"Joyti nagar, Makum Junction, Dist-Tinskla(ASSAM)",,,Indian National Congress
BRINDABAN GOSWAMI,http://myneta.info/assam2006/candidate.php?candidate_id=224,Barchalla,AGP,0,Not Given,269618,0,269618,72,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Tulsi Chandra Goswami,57,"RESIDENT OF JYOTIBAN CHANDMARI WARD NO.-19, P.O. & P.S.-TEZPUR, DISTT.-SONITPUR, ASSAM",,,Asom Gana Parishad
BRINDABAN GOSWAMI,http://myneta.info/assam2006/candidate.php?candidate_id=225,Tezpur,AGP,0,Graduate,723618,0,723618,73,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Tulsi Chandra Goswami,57,"Jyotiban Chandmari,ward No-19,Tezpur Town,Dist-Sonitpur,Assam",,,Asom Gana Parishad
CAPTAIN ROBIN BORDOLOI,http://myneta.info/assam2006/candidate.php?candidate_id=129,Gauhati East,INC,0,Graduate,2759500,0,2759500,53,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Lokapriya Gopinath Mordoloi,64,"Gopinath Bhawan, Dr. B.K. Kakati Road, Ulubari, Guwahati",,,Indian National Congress
CHANDAN BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=157,Sidli,IND,0,Graduate,1477497,0,1477497,31,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,HIREN BRAHMA,35,"RESIDENT NO. 64 NILIBARI, UNDER POST OFFICE SIMLAGURI, POLICE STATION DHALIGAON, DIST. CHIRANG BTAD ASSAM",,,Independent
CHANDI BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=197,Tamulpur,IND,0,Graduate,697865,0,697865,58,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,NARPATI,32,BARAIGAON,,,Independent
CHANDRA MOHAN PATOWARY,http://myneta.info/assam2006/candidate.php?candidate_id=203,Dharmapur,AGP,0,Post Graduate,3717200,0,3717200,61,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Lankeswar Patowary,42,"Village-Danguapara, P.O. Benekuchi, Dist. Nalbari",,,Asom Gana Parishad
CHITRALEKHA PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=186,Barhampur,INC,0,10th Pass,2276127,0,2276127,87,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,LT. RAMESH CH. PHUKAN,53,"D.B ROAD EAST AMOLAPOTTY, NAGAON",,,Indian National Congress
DEBEN DAIMARY,http://myneta.info/assam2006/candidate.php?candidate_id=79,Dudhnai,INC,0,12th Pass,2930795,0,2930795,36,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Kantha Ram,46,"Thekashu Part - I, P.O. Dudhnoi, District - Goalpara",,,Indian National Congress
DIGANTA RABHA,http://myneta.info/assam2006/candidate.php?candidate_id=80,Dudhnai,AGP,0,Graduate,792835,87363,705472,36,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Biren Rabha,40,"Village- Tilapana, P.O. Darang giri, District - Goalpara",,,Asom Gana Parishad
DILDAR REZZA,http://myneta.info/assam2006/candidate.php?candidate_id=11,Baghbar,INC,0,10th Pass,1504272,365765,1138507,45,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late kantu Shekh,49,Alo pati char NC,,,Indian National Congress
DINESH CHANDRA SARKER,http://myneta.info/assam2006/candidate.php?candidate_id=60,Golakganj,BJP,0,Graduate,267593,575875,-308282,25,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Ram Dutta Sarker,61,"Village - Bishkhowa Part - Iv , P.O. - Biskhowa, Dist. Dhubri Assam",,,Bharatiya Janata Party
DINESH PRASAD GOALA,http://myneta.info/assam2006/candidate.php?candidate_id=33,Lakhipur,INC,0,Post Graduate,7799495,2252288,5547207,13,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Lal Bihari Goala,58,"Village and PO Pailapool,Dist.Cachar,Assam",,,Indian National Congress
DR. ADITYA  LANGTHASA,http://myneta.info/assam2006/candidate.php?candidate_id=177,Hojai,AUDF,0,Post Graduate,989696,300000,689696,91,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Handa Langthasa,40,"Haji abdul majid memorial hospital & research center,hojai,P.O & P.S",,,Assam United Democratic Front
DR. ANANDA RAM BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=176,Raha,INC,0,Graduate,453430,0,453430,82,SC,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Molan Baruah,65,"vill-Rohagaon,mouza,P.O & P.S.-Roha, Dist-nagaon,(assam)",,,Indian National Congress
DR. DURLAV CHANDRA CHAMUA,http://myneta.info/assam2006/candidate.php?candidate_id=188,Nowgong,INC,0,Graduate Professional,2182432,0,2182432,86,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE FATIK CHAMUA,45,VILL JALAHGAON DIST NAGAON,,,Indian National Congress
DR. HEMO PRAVA SAIKIA,http://myneta.info/assam2006/candidate.php?candidate_id=212,Nazira,INC,0,Doctorate,2884650,208388,2676262,104,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,Late Hiteswar Saikia,65,"Sarumotoria, P.S. & P.O. - Dispur, Guwahati",,,Indian National Congress
DR. IDRIS ALI,http://myneta.info/assam2006/candidate.php?candidate_id=194,Dhing,INC,0,Doctorate,4063644,0,4063644,83,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE NAZIR AHMAD,52,MAIRABARI PO MAIRABARI DIST MARIGAON,,,Indian National Congress
DR. KALYAN KUMAR GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=68,Dibrugarh,INC,0,Graduate Professional,15800319,472500,15327819,116,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Moheswar Gogoi,60,"Seujpur, Dibrygarh, District - Dibrugarh",,,Indian National Congress
DR. KAMALA KANTA KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=115,Chaygaon,AGP,0,Graduate Professional,12393204,230455,12162749,49,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE TULSI RAM KALITA,47,"BALASIDDHI, PS.& PO. CHHAYGAON, DIST. KAMRUP, ASSAM",,,Asom Gana Parishad
DR. MANORANJAN DAS,http://myneta.info/assam2006/candidate.php?candidate_id=3,Bhabanipur,AGP,0,Doctorate,255172,365274,-110102,41,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late pancharan das,51,"Sarupeta Town,Po Sarupeta",,,Asom Gana Parishad
DR. MOTIUR ROHMAN MONDAL,http://myneta.info/assam2006/candidate.php?candidate_id=51,Mankachar,IND,0,Graduate Professional,2177574,200000,1977574,21,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,LATE ISMAIL MONDAL,57,"VILL. MALAMAYA NAGAR PO. FULURCHAR, DIST. DHUBRI",,,Independent
DR. NAZRUL ISLAM,http://myneta.info/assam2006/candidate.php?candidate_id=171,Laharighat,INC,0,Graduate Professional,12159770,3617297,8542473,81,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Alabaksh Sarkar,58,"Village - Ulubari, P.O.",,,Indian National Congress
DR.BHUMIDHAR BARMAN,http://myneta.info/assam2006/candidate.php?candidate_id=201,Barkhetry,INC,0,Graduate Professional,7924818,156250,7768568,60,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Bhakat Barman,73,"Village - Narayanpur, P.O.-Mukalmua Dist. Nalbari",,,Indian National Congress
DR.MALAYA BORMAN,http://myneta.info/assam2006/candidate.php?candidate_id=5,Patacharkuchi,INC,0,Doctorate,5830000,0,5830000,42,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Dangshi Boman,52,"Patsala,Ps-Patacharkuchi,Barpeta,Assam",,,Indian National Congress
DR.MANSING RONGPI,http://myneta.info/assam2006/candidate.php?candidate_id=139,Baithalangso,INC,0,Graduate,1713000,0,1713000,20,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Dhaniram RONGPI,48,"Baithalangso , District - Karbi Anglong",,,Indian National Congress
DRUPAD BORGOHAIN,http://myneta.info/assam2006/candidate.php?candidate_id=211,Nazira,CPI,0,Graduate,482162,0,482162,104,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Manik Borgchain,60,"Maduri Gohain, District - Sibsagar",,,Communist Party of India
DULAL CHANDRA GHOSH,http://myneta.info/assam2006/candidate.php?candidate_id=81,Goalpara East,NCP,0,Graduate,521464,0,521464,37,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Dr. Surzya Narayan Ghosh,60,"Goaltuli Ward no.6, Goalpara Town, P.O. & P.S. Goalpara, District - Goalpara",,,Nationalist Congress Party
EKRAMUL MAZID,http://myneta.info/assam2006/candidate.php?candidate_id=190,Rupohihat,AUDF,0,Post Graduate,105000,0,105000,85,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,ABU TAHER MASUD @ ABU TAHER SARKAR,39,VILL GODAIMARI PO GODAIMARI MOUZA JURIA POLICE STATION JURIA DIST NAGAON,,,Assam United Democratic Front
ETUWA MUNDA,http://myneta.info/assam2006/candidate.php?candidate_id=74,Tingkhong,INC,0,Graduate,1227753,0,1227753,119,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Bhaya Ram Munda,39,"Halmari Tea Estate, P.S. Khowang Ghat, District - Dibrugarh",,,Indian National Congress
GAJENDRA BARMAN,http://myneta.info/assam2006/candidate.php?candidate_id=20,Bijni,CPM,0,Post Graduate,69992,0,69992,33,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Khagendra Barman,43,"VILLAGE.-SUPARIGURI, NO.1, P.O.-AND P.S.-BIJNI-DISTT.-CHIRANG, BTAD",,,Communist Party of India (Marxist)
