candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Abdul Sattar,http://myneta.info/assam2011/candidate.php?candidate_id=310,BORCHALLA,SP,0,Graduate,420000,15000,405000,72,GEN,TEZPUR,NORTH ASSAM,false,false,false,Male,,,,,,
Abdul. Jalil  Talukdar,http://myneta.info/assam2011/candidate.php?candidate_id=758,JANIA,SP,1,12th Pass,903000,0,903000,44,GEN,BARPETA,LOWER ASSAM,false,false,false,Male,,,,,,
Abdur Rahim Khan,http://myneta.info/assam2011/candidate.php?candidate_id=590,BARPETA,AIUDF,2,Graduate,2368660,0,2368660,43,GEN,BARPETA,LOWER ASSAM,false,false,true,Male,,,,,,
Abdur Rahim Khan,http://myneta.info/assam2011/candidate.php?candidate_id=392,KARIMGANJ SOUTH,IND,1,12th Pass,83300,0,83300,4,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Abdur Rahman Azmal,http://myneta.info/assam2011/candidate.php?candidate_id=477,SALMARA SOUTH,AIUDF,0,Post Graduate,68438383,2834399,65603984,22,GEN,SOUTH SALMARA,LOWER ASSAM,true,true,false,Male,,,,,,
Abdur Rashid Mondal,http://myneta.info/assam2011/candidate.php?candidate_id=575,GOALPARA WEST,INC,0,12th Pass,1996577,0,1996577,38,GEN,GOALPARA,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=575&id2=83,1996577,2727836,-731259,-27%,
Abdus Salam Ahmed,http://myneta.info/assam2011/candidate.php?candidate_id=597,BAGHBOR,BJP,0,Graduate,283960,0,283960,45,GEN,BARPETA,LOWER ASSAM,true,true,false,Male,,,,,,
Abdus Samad Ahmed,http://myneta.info/assam2011/candidate.php?candidate_id=585,SORBHOG,INC,1,Post Graduate,2184000,0,2184000,40,GEN,BARPETA,LOWER ASSAM,false,false,false,Male,,,,,,
Abhisekh Dey  Sarkar,http://myneta.info/assam2011/candidate.php?candidate_id=806,GAURIPUR,IND,0,12th Pass,2207,0,2207,24,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Abjal Haque Choudhury,http://myneta.info/assam2011/candidate.php?candidate_id=428,HAILAKANDI,IND,0,12th Pass,21000,0,21000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Abu Adil Md. Enamul Haque,http://myneta.info/assam2011/candidate.php?candidate_id=480,DHUBRI,AGP,1,Graduate Professional,840488,110000,730488,23,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Abu Bakkar Siddique Jotder,http://myneta.info/assam2011/candidate.php?candidate_id=848,GOALPARA WEST,NCP,0,Graduate,2285000,0,2285000,38,GEN,GOALPARA,LOWER ASSAM,false,false,false,Male,,,,,,
Abu Chand  Mahmmad,http://myneta.info/assam2011/candidate.php?candidate_id=762,BAGHBOR,SP,0,8th Pass,20000,0,20000,45,GEN,BARPETA,LOWER ASSAM,true,false,false,Male,,,,,,
Abu Taher Bepari,http://myneta.info/assam2011/candidate.php?candidate_id=487,GOLAKGANJ,INC,0,Post Graduate,4390708,0,4390708,25,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=487&id2=59,4390708,1714112,2676596,156%,
Abul Hussain,http://myneta.info/assam2011/candidate.php?candidate_id=1045,JAMUNAMUKH,IND,0,8th Pass,238625,0,238625,90,GEN,HOJAI,CENTRAL ASSAM,false,false,false,Male,,,,,,
Abul Kalam Azad,http://myneta.info/assam2011/candidate.php?candidate_id=612,BHABANIPUR,AIUDF,2,10th Pass,1767000,0,1767000,41,GEN,BAJALI,LOWER ASSAM,false,true,true,Male,,,,,,
Afchana Begum,http://myneta.info/assam2011/candidate.php?candidate_id=227,SARUPATHAR,NCP,0,Post Graduate,435702,0,435702,94,GEN,DHANSIRI,CENTRAL ASSAM,true,true,false,Female,,,,,,
Aftabuddin Mollah,http://myneta.info/assam2011/candidate.php?candidate_id=578,JALESWAR,INC,0,Post Graduate,4328000,0,4328000,39,GEN,GOALPARA,LOWER ASSAM,true,true,false,Male,,,,,,
Afzalur Rahman,http://myneta.info/assam2011/candidate.php?candidate_id=852,JALESWAR,LS,0,Graduate Professional,6782184,300000,6482184,39,GEN,GOALPARA,LOWER ASSAM,false,false,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=852&id2=85,6782184,3602000,3180184,88%,Party in last election was LKS
Ajad Ali,http://myneta.info/assam2011/candidate.php?candidate_id=771,BHABANIPUR,NCP,0,Others,329289,0,329289,41,GEN,BAJALI,LOWER ASSAM,false,false,false,Male,,,,,,
Ajanta Neog,http://myneta.info/assam2011/candidate.php?candidate_id=235,GOLAGHAT,INC,0,Post Graduate,16311995,3505280,12806715,95,GEN,GOLAGHAT,CENTRAL ASSAM,true,true,false,Female,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=235&id2=91,16311995,4671419,11640576,249%,PAN is Different
Ajit Hazarika,http://myneta.info/assam2011/candidate.php?candidate_id=148,NAZIRA,NCP,0,Graduate Professional,2245600,0,2245600,104,GEN,NAZIRA,UPPER ASSAM,false,false,false,Male,,,,,,
Ajit Sarma,http://myneta.info/assam2011/candidate.php?candidate_id=775,PATACHARKUCHI,AITC,0,10th Pass,812242,386160,426082,42,GEN,BAJALI,LOWER ASSAM,true,true,false,Male,,,,,,
Ajit Singh,http://myneta.info/assam2011/candidate.php?candidate_id=470,UDHARBOND,INC,0,Graduate,7504151,500000,7004151,12,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=470&id2=31,7504151,1690178,5813973,344%,
Aklius Tirkey,http://myneta.info/assam2011/candidate.php?candidate_id=226,SARUPATHAR,INC,0,Graduate Professional,1714562,130000,1584562,94,GEN,DHANSIRI,CENTRAL ASSAM,true,true,false,Male,,,,,,
Akmal Hussain Barbhuiya,http://myneta.info/assam2011/candidate.php?candidate_id=1082,BARKHOLA,AITC,0,Graduate Professional,390000,0,390000,14,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Akon Bora,http://myneta.info/assam2011/candidate.php?candidate_id=645,DISPUR,INC,0,Graduate,9067822,0,9067822,52,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=645&id2=127,9067822,1660000,7407822,446%,Age Difference=0
Akshay Suklabaidya,http://myneta.info/assam2011/candidate.php?candidate_id=384,KARIMGANJ NORTH,IND,0,10th Pass,320000,0,320000,3,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Alak Kumar Ghose,http://myneta.info/assam2011/candidate.php?candidate_id=208,MORIANI,AITC,1,10th Pass,11440667,4693433,6747234,101,GEN,TITABOR,UPPER ASSAM,true,true,false,Male,,,,,,
Alaka Sarma,http://myneta.info/assam2011/candidate.php?candidate_id=659,NALBARI,AGP,0,Doctorate,12898442,2280467,10617975,59,GEN,NALBARI,NORTH ASSAM,true,true,false,Female,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=659&id2=199,12898442,5561300,7337142,132%,
Alal Uddin,http://myneta.info/assam2011/candidate.php?candidate_id=404,KARIMGANJ SOUTH,IND,0,Literate,855500,0,855500,4,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Ali Akbar Miah,http://myneta.info/assam2011/candidate.php?candidate_id=489,BILASIPARA WEST,INC,1,Graduate,2648557,0,2648557,26,GEN,BILASIPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Ali Hossain,http://myneta.info/assam2011/candidate.php?candidate_id=602,SARUKHETRI,AIUDF,2,Post Graduate,5933290,2438000,3495290,46,GEN,BARPETA,LOWER ASSAM,false,false,true,Male,,,,,,
Ali Hussain,http://myneta.info/assam2011/candidate.php?candidate_id=810,GOLAKGANJ,IND,0,8th Pass,1074200,0,1074200,25,GEN,DHUBRI,LOWER ASSAM,true,true,false,Male,,,,,,
Alj Fakrul Islam Mazumder,http://myneta.info/assam2011/candidate.php?candidate_id=35,SILCHAR,AGP,0,10th Pass,2584260,0,2584260,9,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Alok Roy,http://myneta.info/assam2011/candidate.php?candidate_id=67,DIGBOI,AITC,2,Others,1115307,0,1115307,123,GEN,TINSUKIA,UPPER ASSAM,false,true,false,Male,,,,,,
Alok Sen,http://myneta.info/assam2011/candidate.php?candidate_id=1092,KATIGORAH,SP,0,Graduate,556000,0,556000,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Altaf Hussain Laskar,http://myneta.info/assam2011/candidate.php?candidate_id=465,SONAI,IND,0,12th Pass,35000,0,35000,10,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Amanuddin Ahmed,http://myneta.info/assam2011/candidate.php?candidate_id=181,SIBSAGAR,AIUDF,0,12th Pass,11176601,282927,10893674,108,GEN,SIBSAGAR,UPPER ASSAM,true,true,false,Male,,,,,,
Amar Chand Jain,http://myneta.info/assam2011/candidate.php?candidate_id=1094,KATIGORAH,IND,1,10th Pass,4163172,2104397,2058775,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Amaresh Roy,http://myneta.info/assam2011/candidate.php?candidate_id=375,RATABARI (SC),AITC,0,Post Graduate,8436762,3189000,5247762,1,SC,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Aminul Haque,http://myneta.info/assam2011/candidate.php?candidate_id=628,CHAYGAON,AIUDF,0,Post Graduate,346000,40000,306000,49,GEN,KAMRUP,LOWER ASSAM,false,true,false,Male,,,,,,
Aminul Haque  Jwadder,http://myneta.info/assam2011/candidate.php?candidate_id=784,ABHAYAPURI NORTH,LS,0,Post Graduate,63477,0,63477,34,GEN,NORTH SALMARA,LOWER ASSAM,false,false,false,Male,,,,,,
Aminul Islam,http://myneta.info/assam2011/candidate.php?candidate_id=538,DHING,AIUDF,0,Post Graduate,193416,0,193416,83,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Male,,,,,,
Amir Ali,http://myneta.info/assam2011/candidate.php?candidate_id=763,BAGHBOR,AITC,0,Post Graduate,310000,0,310000,45,GEN,BARPETA,LOWER ASSAM,false,true,false,Male,,,,,,
Amirul Hussain,http://myneta.info/assam2011/candidate.php?candidate_id=393,KARIMGANJ SOUTH,IND,0,12th Pass,20000,0,20000,4,GEN,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Amiya Deka,http://myneta.info/assam2011/candidate.php?candidate_id=959,SIPAJHAR,AITC,0,12th Pass,80300,0,80300,66,GEN,MANGALDOI,NORTH ASSAM,false,false,false,Male,,,,,,
Amiya Gogoi,http://myneta.info/assam2011/candidate.php?candidate_id=266,DULIAJAN,INC,0,12th Pass,12906505,50000,12856505,118,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Female,,,,,,
Amiya Kumar Talukdar,http://myneta.info/assam2011/candidate.php?candidate_id=589,BARPETA,BJP,0,Graduate Professional,1184873,136416,1048457,43,GEN,BARPETA,LOWER ASSAM,false,false,false,Male,,,,,,
Amiyo Kumar Borah,http://myneta.info/assam2011/candidate.php?candidate_id=234,GOLAGHAT,AGP,0,Graduate Professional,13413819,353202,13060617,95,GEN,GOLAGHAT,CENTRAL ASSAM,true,true,false,Male,,,,,,
Amrit Ballav Goswami,http://myneta.info/assam2011/candidate.php?candidate_id=237,GOLAGHAT,NCP,2,10th Pass,25673,0,25673,95,GEN,GOLAGHAT,CENTRAL ASSAM,true,true,true,Male,,,,,,
Amrit Lal Das,http://myneta.info/assam2011/candidate.php?candidate_id=1064,SILCHAR,IND,0,10th Pass,145856,0,145856,9,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Anamul Haque,http://myneta.info/assam2011/candidate.php?candidate_id=38,SONAI,INC,0,Graduate Professional,14915066,2300000,12615066,10,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Ananda Sankar Mallah,http://myneta.info/assam2011/candidate.php?candidate_id=378,RATABARI (SC),IND,0,8th Pass,27000,0,27000,1,SC,KARIMGANJ,SOUTHERN ASSAM (BARAK VALLEY),false,false,false,Male,,,,,,
Ananta Deka,http://myneta.info/assam2011/candidate.php?candidate_id=616,RANGIA,CPI(M),1,Post Graduate,1612456,250000,1362456,57,GEN,RANGIA,NORTH ASSAM,true,true,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=616&id2=123,1612456,641415,971041,151%,PAN was missing last time Party in last election was CPM
Ananta Deka Baruah,http://myneta.info/assam2011/candidate.php?candidate_id=260,LAHOWAL,IND,0,12th Pass,1535000,0,1535000,117,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Male,,,,,,
Ananta Hazarika,http://myneta.info/assam2011/candidate.php?candidate_id=62,TINSUKIA,AIUDF,0,10th Pass,1320729,0,1320729,122,GEN,TINSUKIA,UPPER ASSAM,true,true,false,Male,,,,,,
Anil Chandra Dey,http://myneta.info/assam2011/candidate.php?candidate_id=53,KATIGORAH,BJP,0,Post Graduate,6640700,492354,6148346,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Anil Nath,http://myneta.info/assam2011/candidate.php?candidate_id=437,KATLICHERRA,IND,3,10th Pass,1830000,0,1830000,7,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),false,true,false,Male,,,,,,
Anjan Barman,http://myneta.info/assam2011/candidate.php?candidate_id=928,NALBARI,AITC,0,Graduate,8821480,675757,8145723,59,GEN,NALBARI,NORTH ASSAM,true,true,false,Male,,,,,,
Anjan Dutta,http://myneta.info/assam2011/candidate.php?candidate_id=141,AMGURI,INC,1,10th Pass,108967413,1836300,107131113,103,GEN,SIBSAGAR,UPPER ASSAM,true,true,false,Male,,,,,,
Anju Monowara  Begum,http://myneta.info/assam2011/candidate.php?candidate_id=782,ABHAYAPURI NORTH,BPF,0,8th Pass,1423500,0,1423500,34,GEN,NORTH SALMARA,LOWER ASSAM,false,true,false,Female,,,,,,
Anjumoni Deka,http://myneta.info/assam2011/candidate.php?candidate_id=1018,DHING,JD(U),0,10th Pass,3836939,310000,3526939,83,GEN,NAGAON,CENTRAL ASSAM,true,true,false,Female,,,,,,
Anowar Ali,http://myneta.info/assam2011/candidate.php?candidate_id=648,DISPUR,AIUDF,0,Graduate Professional,421329,0,421329,52,GEN,KAMRUP METRO,LOWER ASSAM,true,true,false,Male,,,,,,
Anowar Hussain Mazmder,http://myneta.info/assam2011/candidate.php?candidate_id=420,HAILAKANDI,IND,0,8th Pass,230000,0,230000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Anowar Uddin Barlaskar,http://myneta.info/assam2011/candidate.php?candidate_id=421,HAILAKANDI,IND,0,Graduate Professional,11800000,0,11800000,6,GEN,HAILAKANDI,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Anup Gogoi,http://myneta.info/assam2011/candidate.php?candidate_id=143,AMGURI,BJP,0,10th Pass,1526374,1700000,-173626,103,GEN,SIBSAGAR,UPPER ASSAM,true,true,false,Male,,,,,,
Anup Kr. Medhi,http://myneta.info/assam2011/candidate.php?candidate_id=629,PALASBARI,AGP,1,Graduate,2661123,0,2661123,50,GEN,KAMRUP,LOWER ASSAM,true,true,true,Male,,,,,,
Anup Kumar Dutta,http://myneta.info/assam2011/candidate.php?candidate_id=54,KATIGORAH,AGP,0,Graduate,4427364,2684902,1742462,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Anup Phukan,http://myneta.info/assam2011/candidate.php?candidate_id=278,TINGKHONG,AGP,0,Post Graduate,2600817,2435845,164972,119,GEN,DIBRUGARH,UPPER ASSAM,true,true,false,Male,http://myneta.info/assam2011/index.php?action=affidavitComparison&myneta_folder2=assam2006&id1=278&id2=73,2600817,1102787,1498030,136%,Age Difference=7 PAN is Different
Anup Pratim Borbaruah,http://myneta.info/assam2011/candidate.php?candidate_id=1097,SADIYA,NCP,0,Post Graduate,280000,0,280000,126,GEN,SADIYA,UPPER ASSAM,false,false,false,Male,,,,,,
Anup Singh Rajpuruhit,http://myneta.info/assam2011/candidate.php?candidate_id=163,SONARI,BJP,0,10th Pass,1545701,245284,1300417,106,GEN,CHARAIDEO (SONARI),UPPER ASSAM,true,true,false,Male,,,,,,
Anupam Baruah,http://myneta.info/assam2011/candidate.php?candidate_id=707,MORIGAON,AIUDF,0,Graduate,928022,0,928022,80,GEN,MORIGAON,CENTRAL ASSAM,true,true,false,Male,,,,,,
Anwar Hussain Laskar,http://myneta.info/assam2011/candidate.php?candidate_id=461,SONAI,SP,2,8th Pass,2487139,0,2487139,10,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,true,Male,,,,,,
Anwarul Haque,http://myneta.info/assam2011/candidate.php?candidate_id=52,KATIGORAH,INC,0,Post Graduate,4920104,140801,4779303,15,GEN,SILCHAR,SOUTHERN ASSAM (BARAK VALLEY),true,true,false,Male,,,,,,
Aroti Hazarika Kachari,http://myneta.info/assam2011/candidate.php?candidate_id=186,DERGAON,INC,0,12th Pass,2859964,731000,2128964,97,SC,JORHAT,CENTRAL ASSAM,true,true,false,Female,,,,,,
Arun Chandra Roy,http://myneta.info/assam2011/candidate.php?candidate_id=337,SOOTEA,IND,0,10th Pass,1768000,0,1768000,75,GEN,TEZPUR,NORTH ASSAM,false,true,false,Male,,,,,,
Arun Das,http://myneta.info/assam2011/candidate.php?candidate_id=845,GOALPARA EAST,IND,0,10th Pass,407550,0,407550,37,GEN,GOALPARA,LOWER ASSAM,false,true,false,Male,,,,,,
Arun Deb,http://myneta.info/assam2011/candidate.php?candidate_id=1054,HOJAI,IND,0,8th Pass,1074066,0,1074066,91,GEN,HOJAI,CENTRAL ASSAM,false,false,false,Male,,,,,,
Arun Phukan,http://myneta.info/assam2011/candidate.php?candidate_id=222,BOKAKHAT,INC,0,10th Pass,3191723,0,3191723,93,GEN,BOKAKHAT,CENTRAL ASSAM,false,true,false,Male,,,,,,
Arun Terang,http://myneta.info/assam2011/candidate.php?candidate_id=370,BAITHALANGSO,BJP,0,12th Pass,106000,0,106000,20,ST,HAMREN,HILL DISTRICTS (DIMA HASAO AND KARBI ANGLONG),false,true,false,Male,,,,,,
Arup Kalita,http://myneta.info/assam2011/candidate.php?candidate_id=124,LAKHIMPUR,CPI,0,Graduate Professional,1872172,0,1872172,111,GEN,LAKHIMPUR,UPPER ASSAM,false,true,false,Male,,,,,,
Arup Saikia,http://myneta.info/assam2011/candidate.php?candidate_id=1030,NOWGONG,IND,0,10th Pass,633966,0,633966,86,GEN,NAGAON,CENTRAL ASSAM,false,true,false,Male,,,,,,
